ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Date,Year,Month,Day_of_Week,Hour
A-233168,2,2021-12-11 02:35:38,2021-12-11 11:45:00,45.577111,-122.698916,45.57758,-122.69891,0.032,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,3135.0, N Lombard St,R,Portland,Multnomah,OR,97217-1245,US,US/Pacific,KVUO,2021-12-11 02:53:00,45.0,40.0,82.0,29.82,8.0,S,9.0,0.05,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-11,2021,12,5,2
A-233275,2,2021-12-11 23:48:23,2021-12-12 01:48:23,45.505738,-122.761167,45.505796,-122.763165,0.0969999999999999,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use caution.,,Sunset Hwy W,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-12-11 23:53:00,40.0,40.0,100.0,29.37,10.0,CALM,0.0,0.05,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-11,2021,12,5,23
A-233331,2,2021-11-16 14:12:00,2021-11-16 16:21:30,45.578462,-122.678697,45.550857,-122.67878600000002,1.907,Slow traffic on Pacific Highway 1 S - I-5 S from exit [304] to I-405 exit [302B] due to accident.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-11-16 13:53:00,50.0,50.0,59.0,30.38,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-16,2021,11,1,14
A-233380,2,2021-03-03 19:32:12,2021-03-04 03:32:12,45.594893,-122.683229,45.596065,-122.68376,0.085,A fire in the area is causing no to minimum delays. Use caution. Ramps Affected.,,N Victory Blvd,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-03-03 19:53:00,48.0,48.0,61.0,29.75,7.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2021-03-03,2021,3,2,19
A-233406,2,2021-06-05 15:25:30,2021-06-05 16:16:30,45.542216,-122.673152,45.552142,-122.678586,0.7340000000000001,Slow traffic on Pacific Highway 1 N - I-5 N from N Broadway St/Exit 302 (I-5) to Killingsworth St/Exit 303 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-06-05 15:53:00,67.0,67.0,42.0,30.08,10.0,W,20.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-05,2021,6,5,15
A-233444,2,2021-11-03 09:40:17,2021-11-03 10:40:17,45.538169,-122.669574,45.531359,-122.665344,0.513,A crash has been reported SB near Broadway. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-11-03 09:53:00,53.0,53.0,71.0,30.03,10.0,E,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-03,2021,11,2,9
A-233445,2,2021-03-29 18:49:44,2021-03-29 21:34:44,45.534781,-122.666754,45.531351,-122.665345,0.247,Incident on I-5 SB near MP 302 Right lane blocked. Expect delays.,1745.0, N Williams Ave,L,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-03-29 18:53:00,50.0,50.0,39.0,30.33,10.0,WNW,14.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-29,2021,3,0,18
A-233597,2,2021-07-24 19:06:30,2021-07-24 19:35:30,45.506189,-122.779261,45.506654,-122.77168799999998,0.368,Stationary traffic from Beaverton Tigard Fwy N to US-26 E due to accident.,10017.0, SW Wilshire St,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-07-24 18:53:00,86.0,86.0,40.0,29.78,10.0,NW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-24,2021,7,5,19
A-233683,2,2021-05-10 06:35:30,2021-05-10 07:33:00,45.400164,-122.74553799999998,45.418117,-122.743943,1.243,Slow traffic on Pacific Highway 1 N - I-5 N from Lower Boones Ferry Rd/Exit 290 (I-5) to OR-217/Exit 292 (I-5) due to accident.,,I-5 N,R,Portland,Washington,OR,97224,US,US/Pacific,KUAO,2021-05-10 06:53:00,49.0,49.0,80.0,30.08,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-10,2021,5,0,6
A-233895,2,2021-11-15 18:10:00,2021-11-15 20:18:04,45.496064,-122.622649,45.497273,-122.623933,0.104,Slow traffic on US-26 W from SE Lafayette Ct to SE 37th Ave due to accident.,3898.0, SE Lafayette Ct,R,Portland,Multnomah,OR,97202-1718,US,US/Pacific,KPDX,2021-11-15 17:53:00,49.0,44.0,69.0,30.07,10.0,W,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day,2021-11-15,2021,11,0,18
A-234111,2,2021-12-16 16:13:00.000000000,2021-12-16 19:19:30.000000000,45.547592,-122.548474,45.547741,-122.557844,0.4539999999999999,Stationary traffic from exit [9] to NE 102nd Ave due to accident.,,I-84 W,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-12-16 15:53:00,47.0,45.0,77.0,30.06,10.0,SSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-16,2021,12,3,16
A-234578,2,2021-07-27 14:59:30.000000000,2021-07-27 15:19:30.000000000,45.526411,-122.577029,45.526107,-122.579041,0.1,Slow traffic on OR-213 from NE 84th Ave to SE 82nd Ave / E Burnside St due to accident.,8400.0, NE Glisan St,R,Portland,Multnomah,OR,97220-5813,US,US/Pacific,KPDX,2021-07-27 14:53:00,82.0,82.0,42.0,30.01,10.0,NW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-27,2021,7,1,14
A-234850,2,2021-03-18 12:48:15.000000000,2021-03-18 14:48:15.000000000,45.435712,-122.760248,45.436286,-122.758772,0.0819999999999999,A stall has the right lane closed NB at Dartmouth. Use caution.,11748.0, SW Pacific Hwy,L,Portland,Washington,OR,97223-8462,US,US/Pacific,KHIO,2021-03-18 12:53:00,53.0,53.0,71.0,29.62,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-03-18,2021,3,3,12
A-235183,2,2021-05-04 16:19:00.000000000,2021-05-04 17:40:00.000000000,45.393327,-122.748275,45.415548,-122.743923,1.55,Slow traffic on Pacific Highway 1 N - I-5 N from Nyberg St/Exit 289 (I-5) to OR-217/Exit 292 (I-5) due to accident.,,I-5 N,R,Portland,Washington,OR,97224,US,US/Pacific,KUAO,2021-05-04 15:53:00,68.0,68.0,39.0,29.99,10.0,NE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-04,2021,5,1,16
A-235539,2,2021-06-09 04:34:46.000000000,2021-06-09 11:19:00.000000000,45.444116,-122.737199,45.452953,-122.72267,0.932,Incident on I-5 NB near MP 292 Road closed. Take alternate route.,11291.0, SW Barbur Blvd,R,Portland,Multnomah,OR,97219-8622,US,US/Pacific,KPDX,2021-06-09 04:53:00,52.0,52.0,86.0,30.1,10.0,ESE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day,2021-06-09,2021,6,2,4
A-235785,2,2021-09-28 20:11:34.000000000,2021-09-28 22:56:00.000000000,45.530608,-122.635455,45.530179,-122.641518,0.295,A crash has occurred causing no to minimum delays. Use caution.,1009.0, NE Sullivan St,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-09-28 19:53:00,57.0,57.0,77.0,30.11,10.0,S,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-09-28,2021,9,1,20
A-235871,2,2021-03-22 09:28:08.000000000,2021-03-22 10:30:00.000000000,45.529693,-122.665303,45.525723,-122.660233,0.368,Accident on exit [301] from exit [1] to US-30 E.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-03-22 09:53:00,47.0,44.0,80.0,30.1,10.0,W,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-22,2021,3,0,9
A-235905,2,2021-10-12 08:52:59.000000000,2021-10-12 16:52:59.000000000,45.497313,-122.564731,45.497413,-122.566591,0.09,A fire in the area is causing no to minimum delays. Use caution.,,SE Powell Blvd,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-10-12 08:53:00,42.0,39.0,89.0,30.23,8.0,SSE,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-10-12,2021,10,1,8
A-236038,2,2021-02-28 11:24:30,2021-02-28 17:10:30,45.577279,-122.678539,45.618055,-122.675101,2.822,Stationary traffic on Pacific Highway 1 N - I-5 N from US-30 Byp/Lombard St/Exit 305 (I-5) to Interstate Bridge (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-02-28 11:53:00,52.0,52.0,57.0,30.31,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-02-28,2021,2,6,11
A-236131,2,2021-08-30 14:04:49,2021-08-30 22:04:49,45.580187,-122.76432,45.581882,-122.76617,0.147,A fire has all WB lanes closed. Use caution.,7998.0, NW Saint Helens Rd,R,Portland,Multnomah,OR,97210-3671,US,US/Pacific,KVUO,2021-08-30 13:53:00,68.0,68.0,39.0,29.96,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-30,2021,8,0,14
A-236304,2,2021-05-03 17:22:04,2021-05-03 20:07:04,45.515488,-122.693263,45.514438,-122.701013,0.382,A disabled vehicle has the right lane closed WB at jefferson. Use caution.,,Sunset Hwy W,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-05-03 16:53:00,59.0,59.0,75.0,30.15,9.0,WNW,6.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-03,2021,5,0,17
A-236476,2,2021-09-20 08:16:30,2021-09-20 09:35:00,45.525717,-122.660255,45.533239,-122.631568,1.483,Stationary traffic on I-84 E - US-30 E from exit [301] to exit [1] due to accident.,,US-30 E,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-09-20 07:53:00,54.0,54.0,93.0,30.33,0.12,WNW,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-20,2021,9,0,8
A-237034,2,2021-03-17 14:23:37,2021-03-17 16:08:37,45.504487,-122.674322,45.540223,-122.68016,2.485,Incident on I-405 NB near MP 300 Drive with caution.,,I-5 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-03-17 14:53:00,60.0,60.0,42.0,29.95,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-17,2021,3,2,14
A-237632,2,2021-08-06 15:37:37,2021-08-06 17:22:37,45.554315,-122.521136,45.55418,-122.520319,0.0409999999999999,Incident on US-30-BYP EB near MP 13 Drive with caution.,13799.0, NE Sandy Blvd,L,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-08-06 15:53:00,79.0,79.0,56.0,30.02,10.0,E,7.0,0.0,Mostly Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2021-08-06,2021,8,4,15
A-237728,2,2021-10-20 16:03:27,2021-10-20 17:03:27,45.530014,-122.665314,45.52866,-122.665404,0.094,A crash has the SB right lane closed at I-84. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-20 15:53:00,63.0,63.0,56.0,29.96,10.0,SSW,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day,2021-10-20,2021,10,2,16
A-237729,2,2021-09-15 17:53:28,2021-09-15 19:38:28,45.530024,-122.66517,45.531047,-122.66518,0.071,Incident on I-5 NB near MP 302 Drive with caution.,,I-5 N,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-09-15 17:53:00,69.0,69.0,32.0,30.03,10.0,NW,15.0,0.0,Fair,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2021-09-15,2021,9,2,17
A-237730,2,2021-03-22 08:24:21,2021-03-22 10:09:21,45.529693,-122.665303,45.525363,-122.665403,0.299,Incident on I-5 SB near MP 301 Road closed. Take alternate route.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-03-22 08:18:00,45.0,43.0,86.0,30.09,10.0,WSW,5.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-22,2021,3,0,8
A-237824,2,2021-03-29 06:39:55,2021-03-29 08:24:55,45.486224,-122.760875,45.486198,-122.75991100000002,0.047,Incident on OR-10 EB near MP 2 Drive with caution.,4699.0, SW Laurelwood Ave,R,Portland,Washington,OR,97225-2268,US,US/Pacific,KHIO,2021-03-29 06:53:00,37.0,37.0,86.0,30.14,10.0,N,3.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day,2021-03-29,2021,3,0,6
A-238396,2,2021-12-14 15:53:00.000000000,2021-12-14 18:11:06.000000000,45.471113,-122.690295,45.470274,-122.688091,0.122,Slow traffic from SW 13th Ave / SW 13th Dr to I-5 S due to accident.,947.0, SW Bertha Blvd,R,Portland,Multnomah,OR,97219-2034,US,US/Pacific,KPDX,2021-12-14 15:53:00,44.0,40.0,63.0,29.86,10.0,SSW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-14,2021,12,1,15
A-238449,2,2021-11-28 18:40:06.000000000,2021-11-28 19:40:06.000000000,45.541731,-122.672771,45.538161,-122.66956100000002,0.292,A crash has the sb right lane blocked at Broadway use caution.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-11-28 18:53:00,60.0,60.0,69.0,30.17,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-11-28,2021,11,6,18
A-238828,2,2021-11-23 13:19:18.000000000,2021-11-23 16:04:18.000000000,45.528722,-122.602246,45.535563,-122.587162,0.87,A stall has been reported EB near 68th Avenue. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-11-23 12:53:00,51.0,51.0,68.0,30.15,10.0,W,10.0,0.0,Mostly Cloudy,True,False,True,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day,2021-11-23,2021,11,1,13
A-238829,2,2021-05-28 19:58:45.000000000,2021-05-28 22:43:45.000000000,45.527343,-122.608865,45.533653,-122.592764,0.893,A crash has the Eastbound left lanes closed at 58th use caution.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-05-28 19:53:00,65.0,65.0,45.0,30.15,10.0,NW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-28,2021,5,4,19
A-238830,2,2021-03-25 02:22:47.000000000,2021-03-25 07:07:00.000000000,45.528722,-122.602246,45.534936,-122.583359,1.01,EB I-84 is closed at 68th Avenue for a crash investigation at 82nd Avenue. Use an alternate route.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-03-25 01:53:00,45.0,43.0,80.0,29.86,10.0,SW,5.0,0.0,Cloudy,True,False,True,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night,2021-03-25,2021,3,3,2
A-238868,2,2021-07-07 11:05:00.000000000,2021-07-07 11:18:00.000000000,45.545529,-122.532652,45.542269,-122.483932,2.3680000000000003,Slow traffic on I-84 E - US-30 E from 122nd Ave/Exit 10 (I-84) to 181st Ave/Exit 13 (I-84) due to accident.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-07-07 10:53:00,64.0,64.0,67.0,30.05,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-07,2021,7,2,11
A-239016,2,2021-11-23 10:52:00.000000000,2021-11-23 13:14:00.000000000,45.454885,-122.714347,45.47359,-122.677765,2.194,Stationary traffic on Pacific Highway 1 N - I-5 N from Capitol Hwy/Exit 295 (I-5) to Corbett Ave/Exit 298 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-11-23 10:53:00,49.0,47.0,77.0,30.14,10.0,W,6.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-23,2021,11,1,10
A-239114,2,2021-07-06 15:21:30.000000000,2021-07-06 16:26:06.000000000,45.58830800000001,-122.757993,45.58327,-122.768553,0.618,Stationary traffic on US-30 Byp E - US-30 Byp W from N Portsmouth Ave (US-30 Byp/N Lombard St) to NW Bridge Ave/St Johns Bridge (US-30 Byp) due to accident.,8678.0, N Edison St,L,Portland,Multnomah,OR,97203-5350,US,US/Pacific,KVUO,2021-07-06 15:44:00,85.0,85.0,40.0,29.86,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-06,2021,7,1,15
A-239203,2,2021-12-27 06:19:28.000000000,2021-12-27 08:04:28.000000000,45.544155,-122.873228,45.552775,-122.896108,1.257,Incident on US-26 WB near MP 62 Drive with caution.,,Sunset Hwy W,R,Portland,Washington,OR,97229,US,US/Pacific,KVUO,2021-12-27 06:23:00,25.0,16.0,92.0,29.73,10.0,NW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-12-27,2021,12,0,6
A-239701,2,2021-04-09 10:51:30.000000000,2021-04-09 20:04:30.000000000,45.525281,-122.661725,45.529833,-122.646412,0.805,Slow traffic on I-84 E - US-30 E from I-5 (I-84) to Lloyd Blvd/NE 1st Ave/Exit 1 (I-84) due to accident.,,NE Martin Luther King Jr Blvd,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-04-09 10:53:00,47.0,47.0,59.0,30.23,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-04-09,2021,4,4,10
A-240780,2,2021-12-14 14:11:14.000000000,2021-12-14 16:11:14.000000000,45.523598,-122.565185,45.552667,-122.565132,2.008,Debris has been reported NB near I-84. Use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-12-14 13:53:00,45.0,41.0,63.0,29.84,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-14,2021,12,1,14
A-240824,2,2021-12-10 07:49:30.000000000,2021-12-10 08:14:30.000000000,45.529685,-122.665323,45.525717,-122.660255,0.368,Slow traffic on US-30 E from exit [301] to exit [1] due to accident.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-12-10 07:53:00,42.0,42.0,82.0,30.15,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-10,2021,12,4,7
A-240825,2,2021-08-25 07:19:30.000000000,2021-08-25 07:38:30.000000000,45.527148,-122.665941,45.525717,-122.660255,0.292,Stationary traffic on US-30 E from exit [301] to exit [1] due to accident.,,Eastbank Esplanade,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-08-25 06:53:00,57.0,57.0,74.0,30.01,10.0,NW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-25,2021,8,2,7
A-240992,2,2021-12-21 05:46:51.000000000,2021-12-21 13:46:51.000000000,45.50917800000001,-122.686545,45.502993,-122.67426100000002,0.732,SB right lane closed between 6th ST and Broadway due to police activity. The left lane. of the Broadway offramp is closed as well. Use caution. Ramps Affected.,,SW Park Ave,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-12-21 05:53:00,36.0,36.0,82.0,30.13,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-21,2021,12,1,5
A-241124,2,2021-08-23 01:52:57.000000000,2021-08-23 09:52:57.000000000,45.469418,-122.69128899999998,45.468962,-122.692012,0.047,A structure fire has the SB right lane closed on Barbur Blvd just south of Bertha. Use caution.,7637.0, SW Barbur Blvd,R,Portland,Multnomah,OR,97219-2837,US,US/Pacific,KPDX,2021-08-23 01:53:00,53.0,53.0,74.0,29.96,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-08-23,2021,8,0,1
A-241187,2,2021-12-16 06:45:24.000000000,2021-12-16 08:30:24.000000000,45.508674,-122.73658,45.506433,-122.715544,1.03,Incident on US-26 EB near MP 71 Center lane blocked. Expect Delays.,,Sunset Hwy E,R,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-12-16 06:53:00,40.0,37.0,83.0,29.92,10.0,ESE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-12-16,2021,12,3,6
A-241431,2,2021-12-04 13:18:00.000000000,2021-12-04 14:00:00.000000000,45.464738,-122.568027,45.489034,-122.565858,1.682,Slow traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from Johnson Creek Blvd/Exit 16 (I-205) to US-26/Powell Blvd/Exit 19 (I-205) due to accident.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-12-04 12:53:00,50.0,50.0,80.0,30.09,3.0,SSW,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-04,2021,12,5,13
A-241666,2,2021-09-17 19:22:37.000000000,2021-09-18 03:22:37.000000000,45.527311,-122.606617,45.530431,-122.599017,0.426,An unconfirmed report of an animal that has been struck creating a hazard has been received. Use caution. Ramps Affected.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-09-17 18:53:00,77.0,77.0,43.0,29.7,10.0,SSW,16.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-09-17,2021,9,4,19
A-241699,2,2021-04-27 14:22:30.000000000,2021-04-27 17:32:30.000000000,45.533131,-122.622874,45.533065,-122.665276,2.052,Slow traffic on I-84 W - Pacific Highway 1 N - US-30 W - I-5 N from 43rd Ave exit [2] to Broadway - Weidler St exit [302A] due to accident.,,NE Cesar E Chavez Blvd,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-04-27 13:53:00,60.0,60.0,53.0,30.15,10.0,N,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-04-27,2021,4,1,14
